哀哀父母
[àn pèi xú xíng]
按行自抑
[àn xíng zì yì]
按捺不住
[àn nà bù zhù]
卬头阔步
[áng tóu kuò bù]
昂头阔步
[áng tóu kuò bù]
阿毗地狱
[ā pí dì yù]
鳌掷鲸吞
[áo zhì jīng tūn]
鳌掷鲸呿
[áo zhì jīng qù]
安营下寨
[ān yíng xià zhài]
肮肮脏脏
[āng āng zāng zāng]
安贫守道
[ān pín shǒu dào]
捱风缉缝
[āi fēng qī fèng]
安生服业
[ān shēng fú yè]
不假思索
[bù jiǎ sī suǒ]
百思不解
[bǎi sī bù jiě]
不堪设想
[bù kān shè xiǎng]
跋前踬后
[bá qián zhì hòu]
冰肌雪肠
[bīng jī xuě cháng]
不计其数
[bù jì qí shù]
不稼不穑
[bù jià bù sè]
不舞之鹤
[bù wǔ zhī hè]
不一而足
[bù yī ér zú]
不以为然
[bù yǐ wéi rán]
不情之请
[bù qíng zhī qǐng]
不知所措
[bù zhī suǒ cuò]
不折不扣
[bù zhé bù kòu]
不言而喻
[bù yán ér yù]
不可思议
[bù kě sī yì]
不加思索
[bù jiā sī suǒ]
病入膏肓
[bìng rù gāo huāng]
悖入悖出
[bèi rù bèi chū]
暴殄天物
[bào tiǎn tiān wù]
别无长物
[bié wú cháng wù]
不顾一切
[bù gù yī qiè]
拔本塞源
[bá běn sè yuán]
不可开交
[bù kě kāi jiāo]
杯影蛇弓
[bēi yǐng shé gōng]
本支百世
[běn zhī bǒi shì]
步步为营
[bù bù wéi yíng]
不以为意
[bù yǐ wéi yì]
不足为训
[bù zú wéi xùn]
百顺千随
[bǎi shùn qiān suí]
百思莫解
[bǎi sī mò jiě]
百感交集
[bǎi gǎn jiāo jí]
百巧千穷
[bǎi qiǎo qiān qióng]
百花齐放
[bǎi huā qí fàng]
百发百中
[bǎi fā bǎi zhòng]
百步穿杨
[bǎi bù chuān yáng]
并日而食
[bìng rì ér shí]
不绝如缕
[bù jué rú lǚ]
百兽率舞
[bǎi shòu shuài wǔ]
百岁千秋
[bǎi suì qiān qiū]
不求甚解
[bù qiú shèn jiě]
冰消瓦解
[bīng xiāo wǎ jiě]
抱残守缺
[bào cán shǒu quē]
便宜行事
[biàn yì xíng shì]
便宜从事
[bián yú cóng shì]
便宜施行
[bián yú shī xíng]
不堪入目
[bù kān rù mù]
不堪言状
[bù kān yán zhuàng]
不堪一击
[bù kān yī jī]
不堪其忧
[bù kān qí yōu]
不堪入耳
[bù kān rù ěr]
不堪回首
[bù kān huí shǒu]
不堪造就
[bù kān zào jiù]
不分玉石
[bù fēn yù shí]
不分轩轾
[bù fēn xuān zhì]
不分伯仲
[bù fēn bó zhòng]
薄暮冥冥
[bó mù míng míng]
不自量力
[bù zì liàng lì]
鄙吝复萌
[bǐ lìn fù méng]
秉笔直书
[bǐng bǐ zhí shū]
不置可否
[bù zhì kě fǒu]
碧落黄泉
[bì luò huáng quán]
不饮盗泉
[bù yǐn dào quán]
抱恨黄泉
[bào hèn huáng quán]
白手起家
[bái shǒu qǐ jiā]
不甘雌伏
[bù gān cí fú]
包罗万象
[bāo luó wàn xiàng]
勃然大怒
[bó rán dà nù]
悲痛欲绝
[bēi tòng yù jué]
不安于位
[bù ān yú wèi]
不次之位
[bù cì zhī wèi]
饱经忧患
[bǎo jīng yōu huàn]
比比皆是
[bǐ bǐ jiē shì]
兵荒马乱
[bīng huāng mǎ luàn]
不遑启处
[bù huáng qǐ chǔ]
跋扈自恣
[bá hù zì zì]
跋山涉水
[bá shān shè shuǐ]
跋前疐后
[bá qián zhì hòu]
跋扈恣睢
[bá hù zì suī]
跋扈飞扬
[bá hù fēi yáng]
跋涉山川
[bá shè shān chuān]
跋胡疐尾
[bá hú zhì wěi]
跋前踕后
[bá qián jié hòu]
不忍卒读
[bù rěn zú dú]
白色恐怖
[bái sè kǒng bù]
百口莫辩
[bǎi kǒu mò biàn]
并行不悖
[bìng xíng bù bèi]
背井离乡
[bèi jǐng lí xiāng]
不学无术
[bù xué wú shù]
博学多才
[bó xué duō cái]
饱学之士
[bǎo xué zhī shì]
捕风捉影
[bǔ fēng zhuō yǐng]
巴山夜雨
[bā shān yè yǔ]
抱头鼠窜
[bào tóu shǔ cuàn]
不药而愈
[bù yào ér yù]
不存芥蒂
[bù cún jiè dì]
碧空如洗
[bì kōng rú xǐ]
别出心裁
[bié chū xīn cái]
别有用心
[bié yǒu yòng xīn]
膘肥体壮
[biāo féi tǐ zhuàng]
彼竭我盈
[bǐ jié wǒ yíng]
保泰持盈
[bǎo tài chì yíng]
不足挂齿
[bù zú guà chǐ]
抱蔓摘瓜
[bào wàn zhāi guā]
鄙俚浅陋
[bǐ lǐ qiǎn lòu]
不伤脾胃
[bù shāng pí wèi]
不容置疑
[bù róng zhì yí]
不容置喙
[bù róng zhì huì]
冰肌玉骨
[bīng jī yù gǔ]
不及之法
[bù jí zhī fǎ]
北辙南辕
[běi zhé nán yuán]
班师回朝
[bān shī huí cháo]
背道而驰
[bèi dào ér chí]
冰魂雪魄
[bīng hún xuě pò]
冰清玉洁
[bīng qīng yù jié]
冰壶秋月
[bīng hú qiū yuè]
冰雪聪明
[bīng xuě cōng míng]
冰天雪地
[bīng tiān xuě dì]
冰魂素魄
[bīng hún sù pò]
擘肌分理
[bò jī fēn lǐ]
报仇雪恨
[bào chóu xuě hèn]
冰天雪窑
[bīng tiān xuě jiào]
抱怨雪耻
[bào yuàn xuě chǐ]
冰天雪窖
[bīng tiān xuě jiào]
八方呼应
[bā fāng hū yìng]
百战百胜
[bǎi zhàn bǎi shèng]
百依百顺
[bǎi yī bǎi shùn]
百年大计
[bǎi nián dà jì]
白兔赤乌
[bái tù chì wū]
布鼓雷门
[bù gǔ léi mén]
不知甘苦
[bù zhī gān kǔ]
不厌其烦
[bù yàn qí fán]
不见经传
[bù jiàn jīng zhuàn]
百折不回
[bǎi zhé bù huí]
宝山空回
[bǎo shān kōng huí]
不失时机
[bù shī shí jī]
兵精粮足
[bīng jīng liáng zú]
北宫婴儿
[běi gōng yīng ér]
伯道无儿
[bó dào wú ér]
不冷不热
[bù lěng bù rè]
不因人热
[bù yīn rén rè]
不痛不痒
[bù tòng bù yǎng]
笔诛墨伐
[bǐ zhū mò fá]
笔饱墨酣
[bǐ bǎo mò hān]
笔酣墨饱
[bǐ hān mò bǎo]
薄唇轻言
[báo chún qīng yán]
不世之功
[bù shì zhī gōng]
半途而废
[bàn tú ér fèi]
不可名状
[bù kě míng zhuàng]
半推半就
[bàn tuī bàn jiù]
碧血丹心
[bì xuè dān xīn]
百岁之盟
[bǎi suì zhī méng]
不足介意
[bù zú jiè yì]
不废江河
[bù fèi jiāng hé]
不分彼此
[bù fēn bǐ cǐ]
百念皆灰
[bǎi niàn jiē huī]
包揽词讼
[bāo lǎn cí sòng]
不由分说
[bù yóu fēn shuō]
不容分说
[bù róng fēn shuō]
鼻塌唇青
[bí tā chún qīng]
笨嘴拙舌
[bèn zuǐ zhuō shé]
不遗馀力
[bù yí yú lì]
比类从事
[bǐ lèi cóng shì]
别开生面
[bié kāi shēng miàn]
别具一格
[bié jù yī gé]
别具匠心
[bié jù jiàng xīn]
别具只眼
[bié jù zhī yǎn]
别具肺肠
[bié jù fèi cháng]
别具慧眼
[bié jù huì yǎn]
别具心肠
[bié jù xīn cháng]
悲天悯人
[bēi tiān mǐn rén]
别有风味
[bié yǒu fēng wèi]
不同凡响
[bù tóng fán xiǎng]
不胜枚举
[bù shèng méi jǔ]
不可胜数
[bù kě shèng shǔ]
不疾不徐
[bù jí bù xú]
百计千心
[bǎi jì qiān xīn]
不无小补
[bù wú xiǎo bǔ]
不务空名
[bù wù kōng míng]
不依不饶
[bù yī bù ráo]
不夷不惠
[bù yí bù huì]
不敢苟同
[bù gǎn gǒu tóng]
不以为奇
[bù yǐ wéi qí]
不擒二毛
[bù qín èr máo]
不进则退
[bù jìn zé tuì]
不经之谈
[bù jīng zhī tán]
饱经风霜
[bǎo jīng fēng shuāng]
饱经沧桑
[bǎo jīng cāng sāng]
不省人事
[bù xǐng rén shì]
不动声色
[bù dòng shēng sè]
不知死活
[bù zhī sǐ huó]
不知所以
[bù zhī suǒ yǐ]
不知所云
[bù zhī suǒ yún]
不知不觉
[bù zhī bù jué]
不知就里
[bù zhī jiù lǐ]
仿徨失措
[báng huáng shī cuò]
不择手段
[bù zé shǒu duàn]
不正之风
[bù zhèng zhī fēng]
百折不挠
[bǎi zhé bù náo]
不言而信
[bù yán ér xìn]
不可理喻
[bù kě lǐ yù]
不可言喻
[bù kě yán yù]
宾至如归
[bīn zhì rú guī]
白首空归
[bái shǒu kōng guī]
白龙鱼服
[bái lóng yú fú]
抱诚守真
[bào chéng shǒu zhēn]
抱朴含真
[bào pǔ hán zhēn]
摽梅之年
[biào mén zhī nián]
不解之缘
[bù jiě zhī yuán]
饱食暖衣
[bǎo shí nuǎn yī]
饱食终日
[bǎo shí zhōng rì]
饱以老拳
[bǎo yǐ lǎo quán]
剥肤之痛
[bō fū zhī tòng]
杯水车薪
[bēi shuǐ chē xīn]
不名一文
[bù míng yī wén]
不名一钱
[bù míng yī qián]
薄物细故
[bó wù xì gù]
不可捉摸
[bù kě zhuō mō]
不可收拾
[bù kě shōu shí]
不安于室
[bù ān yú shì]
不安其室
[bù ān qí shì]
不记前仇
[bù jì qián chóu]
不间不界
[bù gān bù gà]
鲍鱼之肆
[bào yú zhī sì]
不毛之地
[bù máo zhī dì]
不平则鸣
[bù píng zé míng]
半斤八两
[bàn jīn bā liǎng]
班衣戏采
[bān yī xì cǎi]
不当人子
[bù dāng rén zǐ]
不轻然诺
[bù qīng rán nuò]
不如归去
[bù rú guī qù]
不入时宜
[bù rù shí yí]
白驹空谷
[bái jū kōng gǔ]
不二法门
[bù èr fǎ mén]
白屋寒门
[bái wū hán mén]
病魔缠身
[bìng mó chán shēn]
病入骨髓
[bìng rù gǔ suǐ]
病病歪歪
[bìng bìng wāi wāi]
病从口入
[bìng cóng kǒu rù]
病骨支离
[bìng gǔ zhī lí]
病民蛊国
[bìng mín gǔ guó]
病在膏肓
[bìng zài gāo huāng]
病染膏肓
[bìng rǎn gāo huāng]
倍日并行
[bèi rì bìng xíng]
备而不用
[bèi ér bù yòng]
悖言乱辞
[bèi yán luàn cí]
薄命佳人
[bó mìng jiā rén]
不懂装懂
[bù dǒng zhuāng dǒng]
半懂不懂
[bàn dǒng bù dǒng]
抱表寝绳
[bào biǎo qǐn shéng]
不伦不类
[bù lún bù lèi]
不三不四
[bù sān bù sì]
班荆道故
[bān jīng dào gù]
博古通今
[bó gǔ tōng jīn]
不古不今
[bù gǔ bù jīn]
表里如一
[biǎo lǐ rú yī]
不刊之论
[bù kān zhī lùn]
不过尔尔
[bù guò ěr ěr]
补过饰非
[bǔ guò shì fēi]
拜倒辕门
[bài dǎo yuán mén]
搬弄是非
[bān nòng shì fēi]
不相为谋
[bù xiāng wéi móu]
不足与谋
[bù zú yǔ móu]
彼此彼此
[bǐ cǐ bǐ cǐ]
不拘小节
[bù jū xiǎo jié]
不法常可
[bù fǎ cháng kě]
不知肉味
[bù zhī ròu wèi]
髀里肉生
[bì lǐ ròu shēng]
把臂入林
[bǎ bì rù lín]
博览群书
[bó lǎn qún shū]
班门弄斧
[bān mén nòng fǔ]
不今不古
[bù jīn bù gǔ]
暴跳如雷
[bào tiào rú léi]
豹死留皮
[bào sǐ liú pí]
暴虎冯河
[bào hǔ píng hé]
暴风骤雨
[bào fēng zhòu yǔ]
暴戾恣睢
[bào lì zì suī]
暴露无遗
[bào lù wú yí]
暴风疾雨
[bào fēng jí yǔ]
暴虐无道
[bào nüè wú dào]
别树一帜
[bié shù yī zhì]
别有洞天
[bié yǒu dòng tiān]
别来无恙
[bié lái wú yàng]
别出机杼
[bié chū jī zhù]
百无聊赖
[bǎi wú liáo lài]
宝马香车
[bǎo mǎ xiāng chē]
白华之怨
[bái huá zhī yuàn]
本性难移
[běn xìng nán yí]
禀性难移
[bǐng xìng nán yí]
不知丁董
[bù zhī dīng dǒng]
板上钉钉
[bǎn shàng dìng dīng]
秉要执本
[bǐng yào zhí běn]
不了了之
[bù liǎo liǎo zhī]
八斗之才
[bā dǒu zhī cái]
八仙过海
[bā xiān guò hǎi]
百川归海
[bǎi chuān guī hǎi]
不负众望
[bù fù zhòng wàng]
波流茅靡
[bō liú máo mǐ]
不顾死活
[bù gù sǐ huó]
不管一二
[bù guǎn yī èr]
不得而知
[bù dé ér zhī]
稗官野史
[bài guān yě shǐ]
本来面目
[běn lái miàn mù]
不易之论
[bù yì zhī lùn]
拔新领异
[bá xīn lǐng yì]
标新领异
[biāo xīn lǐng yì]
不绝于耳
[bù jué yú ěr]
不文不武
[bù wén bù wǔ]
不远万里
[bù yuǎn wàn lǐ]
不远千里
[bù yuǎn qiān lǐ]
博采众长
[bó cǎi zhòng cháng]
拔苗助长
[bá miáo zhù zhǎng]
捕影系风
[bǔ yǐng xì fēng]
比肩系踵
[bǐ jiān xì zhǒng]
白虹贯日
[bái hóng guàn rì]
不劳而获
[bù láo ér huò]
不勤而获
[bù qín ér huò]
本末倒置
[běn mò dào zhì]
币重言甘
[bì zhòng yán gān]
不违农时
[bù wéi nóng shí]
变本加厉
[biàn běn jiā lì]
巴头探脑
[bā tóu tàn nǎo]
拔萃出群
[bá cuì chū qún]
拔刀相助
[bá dāo xiāng zhù]
拔帜易帜
[bá zhì yì zhì]
拔山盖世
[bá shān gài shì]
拔地倚天
[bá dì yǐ tiān]
拔茅连茹
[bá máo lián rú]
闭目塞听
[bì mù sè tīng]
蔽聪塞明
[bì cōnɡ sè mínɡ]
不务正业
[bù wù zhèng yè]
白首穷经
[bái shǒu qióng jīng]
步调一致
[bù diào yī zhì]
半低不高
[bàn dī bù gāo]
白日做梦
[bái rì zuò mèng]
不亦乐乎
[bù yì lè hū]
不可救药
[bù kě jiù yào]
不可揆度
[bù kě kuí duó]
八拜之交
[bā bài zhī jiāo]
布衣之交
[bù yī zhī jiāo]
表里山河
[biǎo lǐ shān hé]
百二关河
[bǎi èr guān hé]
百年不遇
[bǎi nián bù yù]
闭月羞花
[bì yuè xiū huā]
步步莲花
[bù bù lián huā]
杯水之谢
[bēi shuǐ zhī xiè]
杯中蛇影
[bēi zhōng shé yǐng]
杯弓蛇影
[bēi gōng shé yǐng]
杯觥交错
[bēi gōng jiāo cuò]
杯盘狼藉
[bēi pán láng jí]
杯酒言欢
[bēi jiǔ yán huān]
杯酒戈矛
[bēi jiǔ gē máo]
不胜杯杓
[bù shèng bēi sháo]
闭口藏舌
[bì kǒu cáng shé]
百孔千疮
[bǎi kǒng qiān chuāng]
臂有四肘
[bì yǒu sì zhǒu]
髀肉复生
[bì ròu fù shēng]
变化多端
[biàn huà duō duān]
半信半疑
[bàn xìn bàn yí]
半青半黄
[bàn qīng bàn huáng]
半吞半吐
[bàn tūn bàn tǔ]
本乡本土
[běn xiāng běn tǔ]
本枝百世
[běn zhī bǒi shì]
本小利微
[běn xiǎo lì wēi]
本同末异
[běn tóng mò yì]
本相毕露
[běn xiàng bì lù]
本同末离
[běn tóng mò lí]
本固邦宁
[běn gù bāng níng]
不可一世
[bù kě yī shì]
鞭辟入里
[biān pì rù lǐ]
背本趋末
[bèi běn qū mò]
被宠若惊
[bèi chǒng ruò jīng]
匕鬯不惊
[bǐ chàng bù jīng]
边尘不惊
[biān chén bù jīng]
不忘沟壑
[bù wàng gōu hè]
卜昼卜夜
[bǔ zhòu bǔ yè]
百依百随
[bǎi yī bǎi suí]
百依百从
[bǎi yī bǎi cóng]
不避斧钺
[bù bì fǔ yuè]
不避艰险
[bù bì jiān xiǎn]
不避水火
[bù bì shuǐ huǒ]
不避汤火
[bù bì tāng huǒ]
巴巴劫劫
[bā bā jié jié]
步履维艰
[bù lǚ wéi jiān]
半筹不纳
[bàn chóu bù nà]
变幻莫测
[biàn huàn mò cè]
鞭长莫及
[biān cháng mò jí]
半筹莫展
[bàn chóu mò chǎn]
筚路蓝缕
[bì lù lán lǚ]
半路出家
[bàn lù chū jiā]
八面威风
[bā miàn wēi fēng]
布帆无恙
[bù fán wú yàng]
冰清玉润
[bīng qīng yù rùn]
弊绝风清
